age,workclass,salary,education_rank,marital-status,occupation,race,sex,mins_beerdrinking_year,mins_exercising_year,works_hours,tea_per_year,coffee_per_year
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
23.0,private,51412.25,12,Divorced,craft,caucasian,Male,0.0,0.0,20,,
43.0,self_employed,60042.5,13,Married,executive,caucasian,Male,0.0,0.0,50,268.0,447.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
27.0,private,48174.5,10,Never-married,clerical,caucasian,Female,0.0,0.0,40,460.0,10.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
19.0,government,41322.25,10,Never-married,service,caucasian,Female,0.0,0.0,40,,1.0
32.0,private,67295.5,10,Divorced,tech,not_caucasian,Female,3887.0,0.0,40,87.0,88.0
64.0,self_employed,121937.75,13,Married,executive,caucasian,Male,0.0,0.0,50,,381.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
53.0,self_employed,97780.25,4,Married,farm,caucasian,Male,0.0,0.0,30,213.0,
26.0,private,27008.75,9,Never-married,executive,caucasian,Female,0.0,0.0,40,265.0,313.0
42.0,private,61329.25,6,Married,trucker,caucasian,Male,0.0,0.0,50,444.0,476.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
14.0,private,49185.5,10,Married,clerical,caucasian,Female,0.0,0.0,28,321.0,
57.0,private,46827.0,9,Married,executive,caucasian,Male,0.0,0.0,55,419.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
14.0,private,68557.0,9,Never-married,service,caucasian,Male,0.0,0.0,65,342.0,
35.0,private,103094.75,9,Never-married,service,caucasian,Female,0.0,0.0,40,158.0,484.0
14.0,,9873.25,10,Never-married,,caucasian,Male,0.0,0.0,30,129.0,
56.0,private,19632.25,13,Married,tech,caucasian,Male,0.0,0.0,60,,
38.0,private,8261.5,11,Divorced,service,caucasian,Female,0.0,0.0,36,408.0,278.0
40.0,private,50119.75,11,Married,professional,caucasian,Male,0.0,0.0,40,,133.0
,private,51004.5,7,Never-married,sales,caucasian,Male,0.0,0.0,15,,145.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
29.0,self_employed,,9,Divorced,craft,caucasian,Male,0.0,,50,329.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
,private,10674.0,9,Divorced,service,caucasian,Female,0.0,0.0,40,466.0,75.0
68.0,,20367.0,9,Widowed,,caucasian,Female,0.0,0.0,16,259.0,332.0
63.0,private,9448.0,6,Widowed,service,caucasian,Female,,0.0,31,83.0,18.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
39.0,private,24817.5,9,Divorced,clerical,caucasian,Female,0.0,0.0,40,208.0,254.0
29.0,private,74112.5,4,Never-married,craft,caucasian,Male,0.0,0.0,40,,250.0
50.0,government,43407.5,14,Married,professional,caucasian,Male,0.0,0.0,36,80.0,380.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
52.0,private,50366.5,13,Married,executive,caucasian,Male,,0.0,45,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
,private,,9,Never-married,craft,caucasian,Male,0.0,0.0,40,,397.0
23.0,private,33309.75,11,Never-married,tech,caucasian,Female,0.0,0.0,40,1.0,57.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
37.0,private,94113.75,10,Married,executive,caucasian,Male,0.0,0.0,40,374.0,384.0
35.0,government,52768.25,10,Married,lawenf,caucasian,Male,0.0,0.0,61,447.0,363.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
33.0,private,21827.5,5,Never-married,factory,caucasian,Male,0.0,0.0,50,,246.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
49.0,private,25548.25,9,Married,trucker,caucasian,Male,0.0,0.0,45,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
,private,54771.5,9,Never-married,service,caucasian,Male,0.0,0.0,35,417.0,225.0
16.0,private,27347.5,9,Married,cleaner,caucasian,Male,0.0,0.0,40,184.0,
46.0,private,52434.75,9,Married,craft,caucasian,Male,0.0,0.0,46,,289.0
31.0,,126359.5,9,Married,,caucasian,Male,0.0,0.0,30,278.0,421.0
45.0,private,30419.0,10,Married,professional,caucasian,Female,0.0,0.0,36,58.0,127.0
43.0,self_employed,,13,Married,sales,caucasian,Male,0.0,0.0,40,322.0,364.0
17.0,,53263.75,7,Never-married,,not_caucasian,Female,0.0,0.0,20,,51.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
26.0,private,22920.75,6,Married,trucker,caucasian,Male,0.0,0.0,35,289.0,233.0
39.0,private,363858.75,12,Divorced,craft,caucasian,Male,0.0,0.0,40,,462.0
18.0,,38325.5,9,Never-married,,caucasian,Female,0.0,0.0,40,89.0,458.0
41.0,government,46264.25,9,Divorced,executive,caucasian,Female,0.0,0.0,40,,346.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
61.0,,23578.5,9,Married,,caucasian,Female,1173.0,0.0,18,19.0,
32.0,private,55420.0,13,Never-married,factory,caucasian,Male,0.0,0.0,40,243.0,320.0
61.0,self_employed,25547.75,14,Widowed,executive,caucasian,Female,0.0,0.0,99,293.0,268.0
52.0,private,22260.25,14,Married,executive,caucasian,Male,99999.0,0.0,40,274.0,30.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
53.0,private,134966.0,10,Divorced,craft,caucasian,Male,0.0,0.0,20,,415.0
40.0,private,24901.0,14,Married,professional,caucasian,Female,15024.0,0.0,24,,91.0
59.0,private,105805.5,14,Married,sales,caucasian,Male,0.0,0.0,50,408.0,
49.0,private,26357.75,9,Divorced,service,not_caucasian,Female,0.0,0.0,40,395.0,218.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
14.0,private,52643.5,9,Never-married,sales,caucasian,Female,,0.0,20,211.0,
21.0,private,8279.25,9,Divorced,executive,caucasian,Male,0.0,0.0,50,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
25.0,private,48455.0,14,Never-married,professional,caucasian,Female,0.0,0.0,40,,306.0
46.0,private,69799.0,13,Never-married,craft,caucasian,Female,0.0,0.0,40,483.0,162.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
18.0,private,37668.75,6,Never-married,sales,caucasian,Male,0.0,0.0,40,407.0,272.0
35.0,private,41441.75,10,Married,factory,caucasian,Male,0.0,0.0,40,224.0,270.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
31.0,private,54829.5,9,Never-married,clerical,caucasian,Female,0.0,0.0,35,56.0,288.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
35.0,private,35355.0,9,Married,trucker,caucasian,Male,0.0,0.0,40,457.0,404.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
60.0,private,,12,Divorced,service,caucasian,Female,0.0,0.0,40,,153.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
34.0,private,86791.5,16,Never-married,professional,caucasian,Male,,0.0,50,,223.0
25.0,self_employed,28591.5,13,Married,professional,caucasian,Male,0.0,0.0,40,88.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
18.0,,87147.0,8,Never-married,,not_caucasian,Male,0.0,0.0,25,339.0,79.0
,self_employed,34517.25,3,Married,craft,caucasian,Male,0.0,2042.0,50,,367.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
17.0,,,13,Married,,caucasian,Male,0.0,0.0,30,,
14.0,private,23888.0,9,Never-married,tech,caucasian,Male,0.0,0.0,40,44.0,
22.0,private,7846.75,13,Married,clerical,not_caucasian,Female,2885.0,0.0,25,249.0,406.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
34.0,private,55331.0,9,Never-married,factory,not_caucasian,Female,0.0,0.0,40,490.0,316.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
28.0,private,44917.0,9,Married,lawenf,caucasian,Male,0.0,0.0,40,,
38.0,private,19561.75,10,Married,executive,caucasian,Male,,0.0,40,,316.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
33.0,private,38799.5,5,Divorced,factory,caucasian,Male,0.0,0.0,35,,62.0
44.0,self_employed,33265.0,10,Divorced,factory,caucasian,Male,0.0,0.0,60,450.0,233.0
24.0,private,48561.75,13,Never-married,sales,caucasian,Male,0.0,0.0,40,188.0,51.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
18.0,,37966.5,10,Never-married,,caucasian,Female,0.0,0.0,30,372.0,451.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
47.0,self_employed,34571.25,12,Married,service,caucasian,Male,0.0,0.0,40,122.0,
23.0,private,49681.75,9,Divorced,tech,caucasian,Female,0.0,0.0,40,,
27.0,private,41884.0,9,Married,cleaner,caucasian,Male,0.0,0.0,40,,177.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
40.0,private,12808.25,13,Divorced,factory,caucasian,Female,0.0,,38,322.0,76.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
23.0,private,38410.75,9,Never-married,factory,not_caucasian,Male,0.0,0.0,40,378.0,492.0
41.0,private,29025.75,10,Never-married,executive,caucasian,Male,0.0,0.0,50,357.0,197.0
42.0,private,47140.25,13,Married,professional,caucasian,Male,0.0,0.0,40,131.0,291.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
29.0,private,68178.75,6,Divorced,service,caucasian,Female,0.0,0.0,30,25.0,391.0
38.0,private,42836.0,7,Divorced,trucker,caucasian,Male,0.0,0.0,36,359.0,458.0
25.0,private,120955.5,9,Never-married,service,caucasian,Male,0.0,0.0,40,393.0,200.0
36.0,,24694.0,10,Never-married,,caucasian,Male,0.0,0.0,30,478.0,232.0
31.0,private,117363.5,10,Married,craft,caucasian,Male,0.0,0.0,40,456.0,
31.0,private,,9,Never-married,cleaner,caucasian,Male,0.0,0.0,40,78.0,433.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
63.0,private,56275.5,9,Married,cleaner,not_caucasian,Male,0.0,0.0,40,490.0,420.0
14.0,self_employed,42760.25,13,Never-married,cleaner,caucasian,Male,0.0,0.0,40,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
37.0,private,8536.5,9,Married,craft,caucasian,Male,0.0,0.0,68,,301.0
17.0,private,7559.25,9,Married,sales,caucasian,Female,0.0,0.0,45,278.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
,private,76043.75,14,Married,professional,caucasian,Male,0.0,0.0,50,,
14.0,government,44040.5,13,Never-married,lawenf,caucasian,Male,0.0,0.0,40,494.0,
32.0,private,43964.0,10,Married,sales,caucasian,Male,0.0,0.0,40,275.0,291.0
50.0,private,8806.0,9,Married,craft,caucasian,Male,0.0,0.0,40,,103.0
14.0,,15893.5,10,Never-married,,caucasian,Male,0.0,0.0,50,417.0,
37.0,private,69041.25,9,Never-married,clerical,caucasian,Male,0.0,0.0,40,329.0,257.0
35.0,private,36814.5,10,Never-married,factory,caucasian,Male,0.0,1974.0,40,,491.0
56.0,private,24702.25,4,Married,factory,caucasian,Female,5013.0,0.0,45,,306.0
34.0,government,43179.0,8,Married,soldier,caucasian,Male,0.0,0.0,40,144.0,151.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
43.0,government,,11,Divorced,cleaner,not_caucasian,Male,0.0,1726.0,40,460.0,254.0
33.0,government,8520.0,10,Married,lawenf,caucasian,Male,0.0,0.0,40,,329.0
29.0,private,44180.75,10,Never-married,sales,caucasian,Female,0.0,0.0,25,437.0,275.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
14.0,private,92387.25,10,Never-married,service,not_caucasian,Female,0.0,0.0,30,369.0,
36.0,private,33324.75,11,Married,craft,caucasian,Male,0.0,0.0,40,,181.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
44.0,private,71163.0,9,Divorced,sales,not_caucasian,Female,0.0,0.0,40,183.0,357.0
40.0,private,24616.5,7,Married,craft,caucasian,Male,0.0,0.0,50,,476.0
33.0,private,62997.5,9,Divorced,clerical,not_caucasian,Male,0.0,0.0,37,,467.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
43.0,private,36446.0,9,Never-married,service,not_caucasian,Female,0.0,0.0,40,421.0,179.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
38.0,private,46733.5,10,Married,craft,caucasian,Male,0.0,0.0,45,,355.0
26.0,private,54799.75,9,Married,trucker,caucasian,Male,0.0,0.0,50,370.0,386.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
61.0,government,44188.25,9,Married,farm,caucasian,Male,0.0,,48,,4.0
57.0,private,27185.25,9,Married,executive,caucasian,Female,0.0,0.0,40,498.0,357.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
34.0,private,60715.25,9,Married,trucker,caucasian,Male,0.0,0.0,40,93.0,
44.0,private,28123.5,10,Married,craft,caucasian,Male,,0.0,40,67.0,362.0
58.0,private,30971.5,9,Never-married,sales,not_caucasian,Female,0.0,0.0,40,422.0,37.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
33.0,private,42374.0,9,Married,cleaner,caucasian,Male,0.0,0.0,40,362.0,158.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
62.0,self_employed,28794.0,9,Married,farm,caucasian,Male,0.0,0.0,65,,328.0
39.0,private,111054.75,9,Married,craft,not_caucasian,Female,0.0,0.0,45,,307.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
62.0,self_employed,42170.5,4,Married,sales,caucasian,Male,0.0,0.0,5,5.0,439.0
30.0,private,33055.5,9,Never-married,service,caucasian,Male,0.0,0.0,40,,
23.0,government,15435.75,3,Never-married,trucker,caucasian,Male,0.0,0.0,35,,399.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
23.0,private,57578.75,10,Never-married,service,not_caucasian,Male,0.0,0.0,40,378.0,95.0
47.0,self_employed,,4,Married,professional,caucasian,Male,0.0,0.0,40,286.0,
52.0,self_employed,12762.0,13,Married,sales,caucasian,Male,0.0,0.0,55,382.0,271.0
61.0,private,67514.0,9,Divorced,clerical,not_caucasian,Female,0.0,0.0,40,,333.0
23.0,private,28170.75,10,Never-married,sales,caucasian,Female,0.0,,12,310.0,28.0
75.0,self_employed,16590.0,7,Married,executive,caucasian,Male,,0.0,35,,
65.0,self_employed,44719.5,9,Married,farm,caucasian,Male,0.0,0.0,48,,192.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
39.0,private,68084.5,9,Married,clerical,caucasian,Female,0.0,0.0,25,203.0,66.0
20.0,private,58495.0,7,Married,trucker,caucasian,Male,0.0,0.0,40,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
66.0,government,47055.0,9,Widowed,clerical,caucasian,Female,0.0,0.0,35,18.0,361.0
37.0,private,53827.5,9,Married,craft,caucasian,Male,0.0,0.0,50,289.0,190.0
25.0,private,69077.5,5,Married,factory,caucasian,Male,0.0,0.0,40,,426.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
,private,52790.0,10,Married,sales,caucasian,Male,0.0,0.0,40,,487.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,private,45391.5,9,Married,craft,caucasian,Male,4508.0,,40,498.0,461.0
37.0,private,8594.5,4,Married,farm,caucasian,Male,2580.0,0.0,60,384.0,206.0
40.0,private,21034.0,9,Married,craft,caucasian,Male,0.0,0.0,25,446.0,12.0
48.0,private,50616.75,13,Married,professional,caucasian,Male,0.0,1485.0,40,,416.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
47.0,government,12789.5,10,Married,tech,caucasian,Female,7298.0,0.0,36,499.0,
37.0,private,59512.25,5,Never-married,estate_agent,caucasian,Female,0.0,0.0,30,101.0,430.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
31.0,private,35147.5,10,Never-married,sales,not_caucasian,Male,0.0,0.0,33,,
52.0,self_employed,35246.25,13,Married,clerical,caucasian,Female,99999.0,0.0,30,,233.0
22.0,private,15462.5,14,Never-married,sales,caucasian,Female,0.0,0.0,21,263.0,140.0
41.0,private,54029.0,9,Divorced,clerical,not_caucasian,Female,0.0,0.0,40,389.0,292.0
34.0,private,63161.5,10,Married,professional,caucasian,Male,7298.0,0.0,50,455.0,141.0
27.0,private,44719.25,9,Married,clerical,caucasian,Male,0.0,0.0,45,,
37.0,government,36080.5,11,Never-married,clerical,caucasian,Female,0.0,0.0,43,,473.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
35.0,self_employed,36814.5,11,Never-married,farm,caucasian,Male,,0.0,65,470.0,272.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
18.0,private,25887.0,13,Married,professional,caucasian,Male,,0.0,40,149.0,
52.0,government,59124.25,13,Married,tech,caucasian,Male,0.0,,40,424.0,342.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
28.0,government,,10,Never-married,clerical,not_caucasian,Male,0.0,0.0,40,,302.0
41.0,private,13489.0,13,Divorced,sales,caucasian,Male,0.0,1980.0,56,326.0,156.0
44.0,private,28126.75,10,Married,sales,caucasian,Male,0.0,0.0,40,,463.0
41.0,private,30069.25,9,Divorced,factory,caucasian,Male,0.0,0.0,40,433.0,194.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
27.0,self_employed,,9,Married,craft,caucasian,Male,0.0,2129.0,40,220.0,
52.0,government,73447.75,13,Married,executive,caucasian,Male,0.0,0.0,50,212.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
73.0,private,87336.75,4,Married,cleaner,caucasian,Male,0.0,0.0,25,,229.0
25.0,self_employed,19286.5,9,Married,craft,caucasian,Male,2829.0,0.0,45,107.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
18.0,private,,9,Never-married,clerical,caucasian,Female,0.0,0.0,40,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
17.0,,64043.25,6,Never-married,,caucasian,Female,0.0,0.0,15,,184.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
25.0,private,43398.25,10,Never-married,executive,caucasian,Male,0.0,0.0,75,53.0,441.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
31.0,government,36237.25,9,Divorced,craft,caucasian,Male,0.0,0.0,40,77.0,455.0
14.0,,45310.5,10,Never-married,,caucasian,Male,0.0,0.0,40,36.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
21.0,private,129632.5,10,Never-married,clerical,caucasian,Female,0.0,0.0,40,129.0,472.0
30.0,private,47846.25,7,Married,factory,caucasian,Male,0.0,0.0,40,400.0,325.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
41.0,private,30069.25,13,Never-married,craft,caucasian,Male,0.0,0.0,40,166.0,70.0
54.0,private,48753.75,9,Never-married,clerical,caucasian,Female,0.0,,40,99.0,246.0
28.0,private,46207.75,10,Never-married,craft,caucasian,Male,0.0,0.0,40,68.0,102.0
46.0,private,43981.25,10,Married,farm,caucasian,Male,0.0,0.0,40,230.0,372.0
19.0,,82925.5,9,Never-married,,caucasian,Male,0.0,0.0,40,179.0,142.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
20.0,private,43550.25,10,Never-married,craft,caucasian,Male,0.0,0.0,40,323.0,
14.0,,66057.0,10,Never-married,,caucasian,Female,0.0,0.0,12,88.0,
19.0,private,49465.25,8,Never-married,craft,caucasian,Male,0.0,0.0,15,432.0,470.0
53.0,private,31840.75,10,Married,professional,caucasian,Female,0.0,0.0,12,,
29.0,private,13244.5,10,Divorced,service,caucasian,Female,0.0,1721.0,55,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
54.0,private,33350.75,10,Married,factory,caucasian,Male,0.0,0.0,40,353.0,258.0
44.0,private,78013.75,13,Never-married,executive,caucasian,Male,0.0,0.0,40,214.0,
21.0,private,49204.0,11,Married,craft,caucasian,Male,0.0,0.0,50,,482.0
22.0,private,95900.75,10,Never-married,clerical,caucasian,Female,,0.0,40,386.0,103.0
25.0,private,50890.25,11,Married,tech,caucasian,Male,0.0,0.0,56,179.0,168.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
27.0,private,69895.0,14,Never-married,sales,caucasian,Male,0.0,0.0,42,,231.0
14.0,private,83232.0,7,Never-married,service,not_caucasian,Female,0.0,0.0,40,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
21.0,private,32633.5,6,Never-married,craft,caucasian,Male,0.0,0.0,50,165.0,267.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
24.0,private,56667.0,9,Never-married,service,not_caucasian,Male,0.0,0.0,35,288.0,273.0
19.0,private,101519.5,10,Never-married,clerical,caucasian,Female,0.0,0.0,25,,97.0
42.0,private,92638.0,1,Married,factory,caucasian,Male,0.0,0.0,40,,
65.0,private,16166.75,10,Divorced,service,not_caucasian,Female,0.0,0.0,15,480.0,236.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
40.0,private,9139.0,16,Married,professional,caucasian,Male,0.0,0.0,55,,473.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
38.0,government,18084.5,9,Married,lawenf,not_caucasian,Male,0.0,0.0,54,123.0,38.0
29.0,private,32714.0,11,Never-married,craft,caucasian,Male,0.0,0.0,40,139.0,238.0
14.0,private,11894.25,10,Never-married,trucker,caucasian,Male,0.0,0.0,50,,
35.0,private,50106.5,11,Divorced,professional,caucasian,Female,0.0,0.0,44,91.0,48.0
22.0,private,79728.75,9,Never-married,service,caucasian,Female,0.0,0.0,40,,47.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
27.0,private,63895.5,9,Never-married,factory,caucasian,Female,0.0,0.0,40,62.0,42.0
